text,sentiment
i feel i am with ampatuan and joining the forces of hell bitchy human who only wants is to spread their worst odor in this world,0
i feel so worthless and ugly a href http afaerytaleinmakebelieve,0
im feeling so lousy they tried to cheer me up during school time and during choir practice,0
i have been feeling restless lately,0
i also feel like i was being way too irritable today,0
i asked feeling outraged,0
i still feel mentally in the game but a string of unfortunate events most i haven t written about had me sitting on the sidelines temporarily,0
im already feeling stressed about salvaging the friendship as time goes by i realize theres also another point that isnt helping,0
i then feel like a hopeless case beside them,0
i want to be able to leave my house on my own without feeling terrified and im going to work on this every day,0
im thinking that feeling extremely cold yesterday was more down to me brewing something than the actual weather,0
i couldn t feel the fake lashes at all,0
i try so hard to help them see the joy in life i always feel i can help these damaged and empty people and each time i fail i have to accept it as their failure not mine and i have a hard time doing that,0
i am left to feel helpless to do anything,0
i remember feeling absolutely devastated by what i saw,0
i was so irritated because i just knew i wasnt pregnant and i was wasting my time and feeling lousy for no reason,0
i feel so hopeless and strange and all i really want is to actually disappear,0
i just want them to hug and drink beer together and for neither of them to feel tortured at the same time,0
i didnt want to feel humiliated and was beginning to regret my decision to stay,0
i feel slightly more agitated,0
i feel unwelcome in my own country,0
i wont get it for her i tried honestly i did and shes making me feel terrible she makes me feel like the bad guy,0
i am feeling the strange mix of extremely proud relieved she is on the path to her fabulous future but gutted she has chosen to move out to live in halls of residence at uni,0
