,text,polarity
2670,i will explain here the areas i feel are vital to a successful experience and then i will pinpoint how i plan to assess those areas,POSITIVE
2673,i feel was not acceptable and had this been better would of allowed me to meet the needs of some of the students in a more targeted way,POSITIVE
2674,i hi tech color club holiday splendor sally hansen cha ching kiss silver glitter i was feeling a little festive tonight so i decided to,POSITIVE
2676,i feel it s acceptable for me to put forth little effort in today s post,POSITIVE
2679,i feel really contented just listening to the song,POSITIVE
2681,i shared with a trusted friend how i am feeling towards another respected friend,POSITIVE
2686,i have been taking alot of xanax lately and mixing meds together to feel mellow enough to deal with the world,POSITIVE
2692,i feel that there is a clever caption in the making here but im not quite feeling well enough to provide one myself,POSITIVE
2693,i went from feeling supportive kind and compassionate towards this person to wanting to lash out at them i can t though she blocked me clearly she has more experience at this than i do,POSITIVE
2694,i was thinking about a post i wrote earlier mulling over the memories it brought to the surface tossing them around in my head and began to feel this gentle tug this little nudge deep down that began to vibrate and morph into something solid,POSITIVE
2695,i might feel a bit proud if i had one on my left wrist as this is a turbillion watch made in hong kong,POSITIVE
2698,i am feeling generous so let s assume the former marlins each equal their most production season,POSITIVE
2703,i forgive myself that i have accepted and allowed myself to feel more than and superior when as i see perceive someone worshiping me for my progress instead of realising that i am defeating the whole point of process within doing so,POSITIVE
2706,i feel extremely blessed and lucky that my company believes in me enough to let cut my hours down and that am so thankful to all of you my readers for reading what i have to say on here,POSITIVE
2708,i never ever thought about not blogging about books mainly because i think you should blog about something you feel passionate about and for me thats books,POSITIVE
2711,i wanted to follow a set of food rules and feel amazing or party hard and suffer the consequences,POSITIVE
2712,i feel a lot of pressure but i am determined to finish them so that i can visit my sister in may with a clear conscience,POSITIVE
2713,i just feel overwhelmed thinking about it,POSITIVE
2715,ive worked plenty of them and have yet to find one that leaves me feeling satisfied with the way ive spent another day that i will never get back,POSITIVE
2719,i feel honoured and humbled cos hes a legend and one i still look up to,POSITIVE
2720,i inquire incheswhyinches are people relocating droves about what they feel is security in precious metal,POSITIVE
2721,i do do what i do it always feels worthwhile as soon as i step foot in that stadium wherever it might be in the world i feel at home,POSITIVE
2724,i feel much more energetic generally im sleeping better and so is my wife,POSITIVE
2728,i can however tell you that it will hurt you will be humiliated and you will feel wonderful afterwards,POSITIVE
2730,ive gone through stages of nervousness and sheer terror but now i am feeling relaxed and excited,POSITIVE
2731,i feel joyful and not feeble,POSITIVE
2732,i feel like garbage i cant think about being thankful right now it hurts too badly,POSITIVE
2735,i can genuinely say from the bottom of my heart that i feel absolutely thankful,POSITIVE
2739,i see how strong and bright you are and as you meet your milestones weeks early i feel assured that my gut was always right,POSITIVE
2741,i feel rewarded and useful and valuable anyway,POSITIVE
2746,i was feeling calm luckily was not shocked because in my mind i ve been thinking to get standby no matter what was the outcome of the result,POSITIVE
2748,i am still feeling joyful at rest at peace and that nothing nothing nothing can stop me,POSITIVE
2749,i do not feel like a child and yet i could see myself giving into that carefree way of lestat,POSITIVE
2751,i hang out i leave feeling energized and happy,POSITIVE
2752,i feel a trace of disgrace for the gracious man s embracing her bracelet,POSITIVE
2753,i drove to pay her for the snack she was looking at me wearily and i was feeling dazed by what just had happened and felt a confidence that is unusual and rare,POSITIVE
2754,i feel really joyful img src http s,POSITIVE
2757,i was feeling energetic and strong,POSITIVE
2759,i feel derp and innocent because we go there by lrt or the train it was always packed the last time i rode it was like years ago,POSITIVE
2760,im feeling slightly optimistic,POSITIVE
2761,i feel radiant this morning,POSITIVE
2762,i feel that i know god is real and that he is loving if i feel that i have air tight reasons for such notions what kind of sense would it make to blame him for the misfortunes that befall us when in fact jesus warns that will have tribulation in the world,POSITIVE
2764,i was heartsick or feeling overly romantic and i dont even feel like ive made any connections like that,POSITIVE
2769,i think nicely sums up the feeling of talking too much about artistic pursuits,POSITIVE
2770,i just need to find ways to feel pretty,POSITIVE
2773,ive had a somewhat difficult time trying to find something to feel thankful for,POSITIVE
2776,i do want to feel loved and cherished by someone,POSITIVE
2779,i celebrate in a year and how i feel about supporting some of them when the history behind most of our traditional holidays is based on some ugly stuff or at least in a lot of cases a lot stuff that i don t believe in or support,POSITIVE
